"IPAddress","DNS","Location"
"219.93.106.229","kch-106-229.tm.net.my","Taman Senai, Johor, MY"
"203.142.38.60","DNS not found","Klang, Selangor, MY"
"118.100.108.206","DNS not found","Kuala Lumpur, Kuala Lumpur, MY"
"219.92.177.87","kk-177-87.tm.net.my","Malacca, Melaka, MY"
"203.80.23.210","DNS not found","Klang, Selangor, MY"
"203.121.21.60","DNS not found","Putra Heights, Selangor, MY"
"175.144.158.114","DNS not found","Ipoh, Perak, MY"
"203.106.204.163","DNS not found","Teluk Intan, Perak, MY"
"219.95.201.101","DNS not found","Kuala Lumpur, Kuala Lumpur, MY"
"175.136.233.169","modem.pt-group.com.my","Shah Alam, Selangor, MY"
"219.92.31.102","DNS not found","Taman Tun Dr Ismail, Kuala Lumpur, MY"
"58.27.88.73","DNS not found","Shah Alam, Selangor, MY"
"115.133.62.47","DNS not found","Cyberjaya, Selangor, MY"
"219.93.77.154","DNS not found","Klang, Selangor, MY"
"219.92.31.85","DNS not found","Taman Tun Dr Ismail, Kuala Lumpur, MY"
"175.137.158.219","DNS not found","Kuala Lumpur, Kuala Lumpur, MY"
"175.144.115.175","DNS not found","Seremban, Negeri Sembilan, MY"
"210.5.44.44","mail.welgleem.com","Petaling Jaya, Selangor, MY"
"121.121.11.146","DNS not found","Petaling Jaya, Selangor, MY"
"192.82.59.244","DNS not found","Petaling Jaya, Selangor, MY"
"121.121.44.126","DNS not found","Petaling Jaya, Selangor, MY"
"219.93.4.146","DNS not found","Shah Alam, Selangor, MY"
"175.136.227.168","DNS not found","Kuala Lumpur, Kuala Lumpur, MY"
"211.24.96.3","cgw-211-24-96-3.bbrtl.time.net.my","Shah Alam, Selangor, MY"
"121.121.44.180","DNS not found","Petaling Jaya, Selangor, MY"
"60.50.221.188","DNS not found","Shah Alam, Selangor, MY"
"60.53.201.131","DNS not found","Cyberjaya, Selangor, MY"
"175.139.198.81","DNS not found","Petaling Jaya, Selangor, MY"
"101.78.17.26","gxmail.gxcorp.com.my","Klang, Selangor, MY"
"175.137.36.240","DNS not found","Kuala Lumpur, Kuala Lumpur, MY"
"115.133.84.196","DNS not found","Cyberjaya, Selangor, MY"
"202.185.188.1","DNS not found","Sepang, Selangor, MY"
"180.75.6.31","DNS not found","Johor Bahru, Johor, MY"
"162.253.17.63","DNS not found","Petaling Jaya, Selangor, MY"
"60.53.157.198","DNS not found","Cyberjaya, Selangor, MY"
"175.141.245.132","DNS not found","Kuala Lumpur, Kuala Lumpur, MY"
"118.100.117.38","DNS not found","Sungai Petani, Kedah, MY"
"175.139.127.101","DNS not found","Kuala Lumpur, Kuala Lumpur, MY"
"210.187.186.5","tjb-186-5.tm.net.my","Shah Alam, Selangor, MY"
"103.26.148.254","DNS not found","Kampung Baru Balakong, Selangor, MY"
"175.139.167.104","DNS not found","Kuala Lumpur, Kuala Lumpur, MY"
"1.32.12.140","DNS not found","Cyberjaya, Selangor, MY"
"180.74.232.240","DNS not found","Alor Setar, Kedah, MY"
"43.228.245.133","DNS not found","Petaling Jaya, Selangor, MY"
"175.141.247.71","DNS not found","Kuala Lumpur, Kuala Lumpur, MY"
"103.52.58.131","DNS not found","Kuala Lumpur, Kuala Lumpur, MY"
"175.142.46.121","DNS not found","Kuala Lumpur, Kuala Lumpur, MY"
"202.188.211.49","swy-211-49.tm.net.my","Taman Senai, Johor, MY"
"42.191.240.111","DNS not found","Cyberjaya, Selangor, MY"
"121.122.94.172","DNS not found","George Town, Penang, MY"
"103.26.46.21","DNS not found","Kuala Lumpur, Kuala Lumpur, MY"
"60.51.93.209","DNS not found","Malacca, Melaka, MY"
"175.141.70.5","DNS not found","Kuala Lumpur, Kuala Lumpur, MY"
"211.24.47.82","cgw-211-24-47-82.bbrtl.time.net.my","Wangsa Maju, Kuala Lumpur, MY"
"121.121.0.129","DNS not found","Shah Alam, Selangor, MY"
"113.52.148.145","DNS not found","Kuala Lumpur, Kuala Lumpur, MY"
"124.82.60.24","DNS not found","Kuala Lumpur, Kuala Lumpur, MY"
"211.24.0.246","cgw-211-24-0-246.bbrtl.time.net.my","Shah Alam, Selangor, MY"
"60.50.221.201","DNS not found","Shah Alam, Selangor, MY"
"58.26.97.34","DNS not found","Seremban, Negeri Sembilan, MY"
"211.24.73.181","cgw-211-24-73-181.bbrtl.time.net.my","Petaling Jaya, Selangor, MY"
"211.24.26.82","cgw-211-24-26-82.bbrtl.time.net.my","Petaling Jaya, Selangor, MY"
"175.139.216.170","DNS not found","Seremban, Negeri Sembilan, MY"
"175.139.231.62","DNS not found","Shah Alam, Selangor, MY"
"175.143.55.113","DNS not found","Kuala Lumpur, Kuala Lumpur, MY"
"1.32.16.28","DNS not found","Cyberjaya, Selangor, MY"
"175.142.46.87","DNS not found","Kuala Lumpur, Kuala Lumpur, MY"
"58.27.64.186","DNS not found","Shah Alam, Selangor, MY"
"175.136.203.153","DNS not found","Taman Senai, Johor, MY"
"113.211.68.82","DNS not found","Kampung Sungai Ara, Penang, MY"
"180.75.225.32","DNS not found","Taiping, Perak, MY"
"175.142.51.229","DNS not found","Kuala Lumpur, Kuala Lumpur, MY"
"202.186.1.9","DNS not found","Petaling Jaya, Selangor, MY"
"103.219.236.250","DNS not found","Bangi, Selangor, MY"
"175.141.247.187","DNS not found","Kuala Lumpur, Kuala Lumpur, MY"
"118.100.111.181","DNS not found","Kuala Lumpur, Kuala Lumpur, MY"
"58.26.142.65","DNS not found","Kertih, Terengganu, MY"
"60.49.214.155","DNS not found","Cyberjaya, Selangor, MY"
"175.143.67.229","DNS not found","Shah Alam, Selangor, MY"
"210.187.45.121","DNS not found","Kuching, Sarawak, MY"
"58.26.219.232","DNS not found","Seremban, Negeri Sembilan, MY"
"115.135.125.251","DNS not found","Kuala Lumpur, Kuala Lumpur, MY"
"175.139.203.42","DNS not found","Ipoh, Perak, MY"
"202.186.4.144","DNS not found","Kampung Baru Balakong, Selangor, MY"
"203.106.80.153","mc-80-153.tm.net.my","Klang, Selangor, MY"
"103.26.149.182","DNS not found","Kampung Baharu Nilai, Negeri Sembilan, MY"
"175.144.115.174","DNS not found","Seremban, Negeri Sembilan, MY"
"192.82.59.92","DNS not found","Petaling Jaya, Selangor, MY"
"61.6.7.152","broadband.time.net.my","Putra Heights, Selangor, MY"
"219.92.0.253","kpu-0-253.tm.net.my","Kajang, Selangor, MY"
"202.186.1.162","DNS not found","Mont Kiara, Kuala Lumpur, MY"
"175.138.111.225","mail.beans-spices.com","Kuala Lumpur, Kuala Lumpur, MY"
"161.142.89.2","DNS not found","Petaling Jaya, Selangor, MY"
"103.117.20.140","gateway.hostshaper.com","Sepang, Selangor, MY"
"121.122.43.145","ghs.googlehosted.com","Shah Alam, Selangor, MY"
"219.92.19.33","pjc-19-33.tm.net.my","Kampung Baru Balakong, Selangor, MY"
"175.139.157.190","DNS not found","Shah Alam, Selangor, MY"
"1.9.117.165","DNS not found","Malacca, Melaka, MY"
"60.53.169.6","DNS not found","Cyberjaya, Selangor, MY"
"219.94.87.170","DNS not found","Klang, Selangor, MY"
"1.9.67.242","DNS not found","Kuah, Kedah, MY"
"175.145.93.209","DNS not found","Kuala Lumpur, Kuala Lumpur, MY"
"175.138.142.218","DNS not found","Petaling Jaya, Selangor, MY"
"219.92.98.208","slb-98-208.tm.net.my","Johor Bahru, Johor, MY"
"49.124.200.244","DNS not found","Bukit Jalil, Kuala Lumpur, MY"
"170.80.18.23","23.18.80.170.ufinet.com.ni","Managua, Managua Department, NI"
"190.212.238.37","host2.snip.gob.ni","Managua, Managua Department, NI"
"186.1.9.154","DNS not found","Managua, Managua Department, NI"
"200.35.183.202","DNS not found","Managua, Managua Department, NI"
"165.98.54.34","host34-54-98-165.tigobusiness.com.ni","Managua, Managua Department, NI"
"190.212.139.74","74-139-212-190.static.enitel.net.ni","Managua, Managua Department, NI"
"186.77.181.74","74-181-77-186.enitel.net.ni","Managua, Managua Department, NI"
"190.124.32.74","static.navega.com.ni","Managua, Managua Department, NI"
"190.124.36.122","static.navega.com.ni","Managua, Managua Department, NI"
"45.170.227.255","host255-227.enatrelpba.gob.ni","Managua, Managua Department, NI"
"200.85.161.78","78.161.85.200.biz.sta.ibw.com.ni","Managua, Managua Department, NI"
"138.117.5.127","host-138-117-5-127.cootel.com.ni","Managua, Managua Department, NI"
"152.231.43.10","host10-43-231-152.tigobusiness.com.ni","Managua, Managua Department, NI"
"165.98.11.22","DNS not found","Managua, Managua Department, NI"
"190.111.31.171","DNS not found","Managua, Managua Department, NI"
"152.231.44.187","host187-44-231-152.tigobusiness.com.ni","Managua, Managua Department, NI"
"45.170.225.175","host175-225.enatrelpba.gob.ni","Managua, Managua Department, NI"
"186.1.23.186","static-186-1-23-186.ideay.life","Managua, Managua Department, NI"
"186.1.30.2","static-186-1-30-2.ideay.life","Managua, Managua Department, NI"
"190.212.190.222","222-190-212-190.enitel.net.ni","Managua, Managua Department, NI"
"190.181.129.50","WiMax129-50.yota.com.ni","Le?n, Le?n Department, NI"
"190.181.130.162","WiMax130-162.yota.com.ni","Managua, Managua Department, NI"
"200.85.170.218","host-218-170-85-200.ibw.com.ni","Managua, Managua Department, NI"
"165.98.73.115","host-115-73-98-165.tigobusiness.com.ni","Managua, Managua Department, NI"
"186.1.5.143","static-186-1-5-143.ideay.life","Managua, Managua Department, NI"
"200.85.168.7","udv-host7.ibw.com.ni","Managua, Managua Department, NI"
"186.1.25.34","DNS not found","Managua, Managua Department, NI"
"165.98.98.234","static.amnet.com.ni","Managua, Managua Department, NI"
"165.98.233.3","DNS not found","Managua, Managua Department, NI"
"186.1.16.196","DNS not found","Managua, Managua Department, NI"
"152.231.45.162","beta.adim.com.ni.45.231.152.in-addr.arpa","Managua, Managua Department, NI"
"143.202.253.230","teko-253-230.tecomunica.com.ni","Managua, Managua Department, NI"
"186.1.1.172","DNS not found","Managua, Managua Department, NI"
"170.80.16.215","215.16.80.170.ufinet.com.ni","Managua, Managua Department, NI"
"186.77.143.90","90-143-77-186.enitel.net.ni","Managua, Managua Department, NI"
"186.1.13.122","static-186-1-13-122.ideay.life","Managua, Managua Department, NI"
"186.1.41.213","static-186-1-41-213.ideay.life","Managua, Managua Department, NI"
"186.1.14.45","static-186-1-14-45.ideay.life","Managua, Managua Department, NI"
"190.64.93.186","r190-64-93-186.su-static.adinet.com.uy","Montevideo, Montevideo Department, UY"
"186.52.87.24","r186-52-87-24.dialup.adsl.anteldata.net.uy","Montevideo, Montevideo Department, UY"
"201.217.130.202","r201-217-130-202.ir-static.anteldata.net.uy","Montevideo, Montevideo Department, UY"
"190.64.76.122","r190-64-76-122.su-static.adinet.com.uy","Montevideo, Montevideo Department, UY"
"201.217.157.69","r201-217-157-69.ir-static.anteldata.net.uy","Montevideo, Montevideo Department, UY"
"190.64.141.226","DNS not found","Montevideo, Montevideo Department, UY"
"190.64.68.194","r190-64-68-194.su-static.adinet.com.uy","Montevideo, Montevideo Department, UY"
"102.38.50.34","DNS not found","Mogadishu, Banaadir, SO"
"45.189.223.97","45-189-223-97.deltacorporate.com.br","Contagem, Minas Gerais, BR"
"179.83.128.144","179.83.128.144.static.gvt.net.br","Petrolina, Pernambuco, BR"
"189.42.156.114","DNS not found","S?o Paulo, S?o Paulo, BR"
"177.220.192.194","177-220-192-194.static.algartelecom.com.br","Porto Alegre, Rio Grande do Sul, BR"
"177.43.164.106","ducoprint.static.gvt.net.br","Vila Velha, Esp?rito Santo, BR"
"45.4.194.170","45-4-194-170.orbitel.com.br","Bras?lia, Federal District, BR"
"177.137.194.237","177-137-194-237.as28220.net","Porto Seguro, Bahia, BR"
"187.125.111.140","DNS not found","Paulista, Pernambuco, BR"
"187.94.101.214","187-94-101-214.unifique.net","Florian?polis, Santa Catarina, BR"
"131.108.201.23","DNS not found","S?o Paulo, S?o Paulo, BR"
"187.58.135.138","panamerican.static.gvt.net.br","Porto Alegre, Rio Grande do Sul, BR"
"167.249.180.174","167-249-180-174.eyesnwhere.com.br","Manaus, Amazonas, BR"
"200.149.138.170","200-149-138-170.user.veloxzone.com.br","S?o Paulo, S?o Paulo, BR"
"187.32.34.97","187-032-034-097.static.ctbctelecom.com.br","Osasco, S?o Paulo, BR"
"191.5.115.2","DNS not found","Ol?mpia, S?o Paulo, BR"
"179.191.89.170","mvx-179-191-89-170.mundivox.com","S?o Paulo, S?o Paulo, BR"
"191.209.27.98","191-209-27-98.user.vivozap.com.br","S?o Paulo, S?o Paulo, BR"
"177.71.163.26","ec2-177-71-163-26.sa-east-1.compute.amazonaws.com","S?o Paulo, S?o Paulo, BR"
"189.20.157.186","189-20-157-186.customer.tdatabrasil.net.br","S?o Paulo, S?o Paulo, BR"
"200.150.171.9","DNS not found","Barueri, S?o Paulo, BR"
"191.32.234.210","hmsaojose.static.gvt.net.br","Colatina, Esp?rito Santo, BR"
"177.99.180.138","cdipr138.static.gvt.net.br","Curitiba, Paran?, BR"
"201.91.248.211","201-91-248-211.customer.tdatabrasil.net.br","S?o Paulo, S?o Paulo, BR"
"179.125.82.66","179-125-82-66-dinamico.pombonet.net.br","Jundia?, S?o Paulo, BR"
"177.223.61.187","DNS not found","S?o Jos? do Egito, Pernambuco, BR"
"179.191.71.122","mvx-179-191-71-122.mundivox.com","S?o Paulo, S?o Paulo, BR"
"189.8.92.176","DNS not found","S?o Paulo, S?o Paulo, BR"
"187.19.101.126","187-19-101-126.users.certto.com.br","Toledo, Paran?, BR"
"189.44.96.194","189-44-96-194.customer.tdatabrasil.net.br","Campinas, S?o Paulo, BR"
"177.207.204.192","177.207.204.192.static.gvt.net.br","Rio de Janeiro, Rio de Janeiro, BR"
"177.69.52.20","177-069-052-020.static.ctbctelecom.com.br","S?o Paulo, S?o Paulo, BR"
"189.112.6.68","189-112-006-068.static.ctbctelecom.com.br","S?o Paulo, S?o Paulo, BR"
"201.93.162.26","201-93-162-26.dsl.telesp.net.br","S?o Paulo, S?o Paulo, BR"
"187.87.130.235","187-87-130-235.p2p.dc.surfix.nlink.com.br","Recife, Pernambuco, BR"
"191.239.248.144","DNS not found","S?o Paulo, S?o Paulo, BR"
"191.255.205.94","191-255-205-94.dsl.telesp.net.br","S?o Jos? dos Campos, S?o Paulo, BR"
"177.87.152.54","r-54.152-87-177.nrttelecom.com.br","Capivari, S?o Paulo, BR"
"187.1.160.254","DNS not found","Jaboat?o, Pernambuco, BR"
"187.72.87.2","187-072-087-002.static.ctbctelecom.com.br","Osasco, S?o Paulo, BR"
"190.15.117.242","DNS not found","Salvador, Bahia, BR"
"201.23.79.35","DNS not found","S?o Paulo, S?o Paulo, BR"
"200.233.149.30","200-233-149-030.xf-static.ctbcnetsuper.com.br","Osasco, S?o Paulo, BR"
"179.189.246.1","DNS not found","Recife, Pernambuco, BR"
"201.76.189.150","mvx-201-76-189-150.mundivox.com","Rio de Janeiro, Rio de Janeiro, BR"
"200.169.142.150","DNS not found","Ponta Grossa, Paran?, BR"
"189.16.200.51","DNS not found","Joinville, Santa Catarina, BR"
"167.249.250.138","167-249-250-138.sitelbra.com.br","Bras?lia, Federal District, BR"
"179.108.55.14","ip-179.108.55.14.redeatel.com.br","Santa Maria da Boa Vista, Pernambuco, BR"
"189.1.163.254","DNS not found","Mau?, S?o Paulo, BR"
"189.16.115.210","DNS not found","Porto Alegre, Rio Grande do Sul, BR"
"45.227.156.114","corporate.openitgroup.com.br","Cabre?va, S?o Paulo, BR"
"201.49.106.73","201-49-106-73.static.ctbctelecom.com.br","Osasco, S?o Paulo, BR"
"200.155.186.194","protector5.tiberio.com.br","S?o Paulo, S?o Paulo, BR"
"45.70.2.20","45-70-2-20.customer.explorer.com.br","Barretos, S?o Paulo, BR"
"177.92.88.244","mvx-177-92-88-244.mundivox.com","S?o Paulo, S?o Paulo, BR"
"187.8.154.154","DNS not found","S?o Paulo, S?o Paulo, BR"
"189.112.103.138","189-112-103-138.static.ctbc.com.br","Jo?o Pessoa, Para?ba, BR"
"189.113.131.58","189-113-131-58.telecall.com.br","Rio de Janeiro, Rio de Janeiro, BR"
"205.164.167.31","DNS not found","Vargem Grande Paulista, S?o Paulo, BR"
"177.92.108.18","mvx-177-92-108-18.mundivox.com","Curitiba, Paran?, BR"
"187.32.158.185","187-032-158-185.static.ctbctelecom.com.br","Campinas, S?o Paulo, BR"
"138.121.136.198","138-121-136-198.conectja.com","Vit?ria, Esp?rito Santo, BR"
"170.231.44.32","170-231-44-32.unifique.net","Porto Alegre, Rio Grande do Sul, BR"
"191.5.115.48","DNS not found","Ol?mpia, S?o Paulo, BR"
"187.108.40.86","DNS not found","S?o Paulo, S?o Paulo, BR"
"177.43.57.45","177.43.57.45.static.gvt.net.br","Curitiba, Paran?, BR"
"177.75.10.102","DNS not found","Bras?lia, Federal District, BR"
"179.108.169.42","179-108-169-42.contato.net","Crici?ma, Santa Catarina, BR"
"177.190.190.23","177-190-190-23.speeddns.net.br","Montanha, Esp?rito Santo, BR"
"186.233.20.94","94.20.233.186.customer.neolink.com.br","Araras, S?o Paulo, BR"
"177.22.38.221","DNS not found","Fortaleza, Cear?, BR"
"177.65.179.54","b141b336.virtua.com.br","Bel?m, Par?, BR"
"189.3.212.134","rech-G0-0-0-176713-iacc01.rce.embratel.net.br","Cabo de Santo Agostinho, Pernambuco, BR"
"191.243.236.183","DNS not found","Ipojuca, Pernambuco, BR"
"189.23.17.146","DNS not found","Recife, Pernambuco, BR"
"200.216.230.170","DNS not found","Rio de Janeiro, Rio de Janeiro, BR"
"186.249.229.86","186-249-229-86.centurytelecom.net.br","Contagem, Minas Gerais, BR"
"189.57.29.114","189-57-29-114.customer.tdatabrasil.net.br","Porto Feliz, S?o Paulo, BR"
"168.0.173.159","168-0-173-159.fiber-spb.tvalphaville.com.br","Santana de Parna?ba, S?o Paulo, BR"
"189.112.78.141","189-112-078-141.static.ctbctelecom.com.br","Juiz de Fora, Minas Gerais, BR"
"200.165.162.158","DNS not found","Rio de Janeiro, Rio de Janeiro, BR"
"177.8.167.41","DNS not found","Guarulhos, S?o Paulo, BR"
"189.45.199.196","189-45-199-196.unifique.net","Pomerode, Santa Catarina, BR"
"200.165.105.146","DNS not found","Cachoeiro de Itapemirim, Esp?rito Santo, BR"
"187.33.86.170","host-33-86-170.hotlink.com.br","Recife, Pernambuco, BR"
"187.44.3.4","187-44-3-4.mcl-wr.mastercabo.com.br","Montes Claros, Minas Gerais, BR"
"200.178.25.124","DNS not found","S?o Paulo, S?o Paulo, BR"
"200.227.97.6","DNS not found","S?o Paulo, S?o Paulo, BR"
"177.68.147.85","177-68-147-85.dsl.telesp.net.br","Aparecida, S?o Paulo, BR"
"200.150.116.126","126.116.150.200.static.liggatelecom.com.br","Curitiba, Paran?, BR"
"177.124.74.33","177-124-74-33.fxnet.com.br","Serro, Minas Gerais, BR"
"200.155.137.222","200-155-137-222.static.telium.net.br","Porto Alegre, Rio Grande do Sul, BR"
"177.154.149.186","DNS not found","S?o Paulo, S?o Paulo, BR"
"186.248.214.219","BHE214219.CORP.atcmultimidia.com.br","Belo Horizonte, Minas Gerais, BR"
"177.92.118.238","mvx-177-92-118-238.mundivox.com","S?o Paulo, S?o Paulo, BR"
"187.86.140.30","ip-187-86-140-30.vetorialnet.com.br","Rio Grande, Rio Grande do Sul, BR"
"200.159.136.118","200-159-136-118.winfnet.com.br","Rio de Janeiro, Rio de Janeiro, BR"
"189.124.117.174","189.124.117.174.unimed.static.engeplus.com.br","Crici?ma, Santa Catarina, BR"
"187.19.199.90","187-19-199-90-tmp.static.brisanet.net.br","Fortaleza, Cear?, BR"
"187.33.202.161","DNS not found","Assis, S?o Paulo, BR"
"200.159.108.66","mail2.sil.com.br","Guarulhos, S?o Paulo, BR"
"200.155.171.94","200-155-171-94.static.telium.net.br","S?o Paulo, S?o Paulo, BR"
"201.73.179.163","DNS not found","Viana, Esp?rito Santo, BR"
"189.44.81.98","189-44-81-98.customer.tdatabrasil.net.br","S?o Paulo, S?o Paulo, BR"
"179.185.104.146","senacdf.static.gvt.net.br","Bras?lia, Federal District, BR"
"186.227.53.154","186-227-53-154.gotelecom.com.br","Duque de Caxias, Rio de Janeiro, BR"
"177.22.95.234","177-22-95-234.triway.net.br","Cruz Alta, Rio Grande do Sul, BR"
"187.102.153.242","mvx-187-102-153-242.mundivox.com","Rio de Janeiro, Rio de Janeiro, BR"
"144.22.230.143","DNS not found","S?o Paulo, S?o Paulo, BR"
"187.112.28.229","187.112.28.229.static.host.gvt.net.br","Recife, Pernambuco, BR"
"45.173.107.223","45-173-107-223.bridgenet.com.br","Alfenas, Minas Gerais, BR"
"67.159.224.254","mvx-67.159.224.254.mundivox.com","S?o Paulo, S?o Paulo, BR"
"179.127.140.177","179.127.140.177.mhnet.com.br","Chapec?, Santa Catarina, BR"
"201.28.203.250","201-28-203-250.customer.tdatabrasil.net.br","Campinas, S?o Paulo, BR"
"177.66.100.140","177-66-100-140.dynamic.wntelecom.net.br","Araguari, Minas Gerais, BR"
"179.191.92.197","mvx-179-191-92-197.mundivox.com","S?o Paulo, S?o Paulo, BR"
"187.95.122.14","14.122.95.187.static.liggatelecom.com.br","Curitiba, Paran?, BR"
"177.207.166.74","fecomercio.static.vivo.net.br.166.207.177.in-addr.arpa","Rio de Janeiro, Rio de Janeiro, BR"
"186.248.66.22","BHE066022.CORP.atcmultimidia.com.br","Nova Lima, Minas Gerais, BR"
"201.47.191.67","senacdf.static.gvt.net.br","Bras?lia, Federal District, BR"
"131.72.127.57","131-72-127-57.spntelecom.net.br","Salvador, Bahia, BR"
"201.24.3.81","201-24-3-81.cpece300.ipd.brasiltelecom.net.br","Rondon?polis, Mato Grosso, BR"
"186.209.19.149","186-209-19-149.unifique.net","Rio do Sul, Santa Catarina, BR"
"200.0.57.238","DNS not found","Irec?, Bahia, BR"
"177.85.204.26","DNS not found","Riach?o do Jacu?pe, Bahia, BR"
"177.125.219.178","177.125.219.178.static.vsx.net.br","Maring?, Paran?, BR"
"187.103.66.89","DNS not found","Recife, Pernambuco, BR"
"131.0.22.89","DNS not found","Bras?lia, Federal District, BR"
"187.58.135.140","panamerican.static.gvt.net.br","Porto Alegre, Rio Grande do Sul, BR"
"160.20.196.140","DNS not found","Bras?lia, Federal District, BR"
"200.146.238.105","200-146-238-105.xf-static.ctbcnetsuper.com.br","S?o Paulo, S?o Paulo, BR"
"186.235.156.1","FEJAL-MHD-20314.186-235-156-1.acesso10.net.br","Macei?, Alagoas, BR"
"177.39.240.217","DNS not found","Saquarema, Rio de Janeiro, BR"
"201.63.17.236","201-63-17-236.customer.tdatabrasil.net.br","S?o Paulo, S?o Paulo, BR"
"189.39.127.178","178.127.39.189.smart.net.br","Olinda, Pernambuco, BR"
"200.215.239.217","DNS not found","Manaus, Amazonas, BR"
"177.125.100.92","DNS not found","Bel?m, Par?, BR"
"187.75.164.162","187-75-164-162.dsl.telesp.net.br","S?o Bernardo do Campo, S?o Paulo, BR"
"177.37.162.106","177-37-162-106-tmp.static.brisanet.net.br","Fortaleza, Cear?, BR"
"177.8.167.110","DNS not found","S?o Paulo, S?o Paulo, BR"
"170.78.219.130","DNS not found","S?o Paulo, S?o Paulo, BR"
"186.238.44.50","186-238-44-50.customer.tdatabrasil.net.br","S?o Paulo, S?o Paulo, BR"
"177.124.231.130","titan-2.somat.com.br","Rio de Janeiro, Rio de Janeiro, BR"
"200.214.6.165","DNS not found","Rio de Janeiro, Rio de Janeiro, BR"
"187.95.183.46","DNS not found","Jundia?, S?o Paulo, BR"
"189.75.118.234","189-75-118-234.bsace1010.ipd.brasiltelecom.net.br","Bras?lia, Federal District, BR"
"186.225.10.40","186-225-10-40.unifique.net","Videira, Santa Catarina, BR"
"200.202.219.210","DNS not found","S?o Gon?alo, Rio de Janeiro, BR"
"200.143.88.214","200.143.88-214.brdigital.net.br","Rio de Janeiro, Rio de Janeiro, BR"
"168.121.77.118","118.77.121.168.upnettelecom.net.br","Itagua?, Rio de Janeiro, BR"
"177.55.166.43","DNS not found","S?o Paulo, S?o Paulo, BR"
"170.231.44.108","170-231-44-108.unifique.net","Porto Alegre, Rio Grande do Sul, BR"
"168.227.15.222","DNS not found","Itapevi, S?o Paulo, BR"
"201.63.37.130","201-63-37-130.customer.tdatabrasil.net.br","S?o Paulo, S?o Paulo, BR"
"179.185.72.26","primepharma.static.gvt.net.br","Bras?lia, Federal District, BR"
"187.95.177.66","DNS not found","S?o Paulo, S?o Paulo, BR"
"200.247.87.130","DNS not found","Tubar?o, Santa Catarina, BR"
"179.189.246.102","DNS not found","Jaboat?o, Pernambuco, BR"
"177.69.171.163","177-069-171-163.static.ctbctelecom.com.br","Osasco, S?o Paulo, BR"
"179.108.126.62","firewall.crea-sc.org.br","Sorocaba, S?o Paulo, BR"
"187.60.48.252","DNS not found","S?o Paulo, S?o Paulo, BR"
"177.124.61.22","22.61.124.177.static.horizonstelecom.com.br","Curitiba, Paran?, BR"
"200.131.121.2","DNS not found","Belo Horizonte, Minas Gerais, BR"
"191.243.1.56","dynamic-191-243-1-56.giganetmg.net.br","Ub?, Minas Gerais, BR"
"201.91.194.162","mail.ourinhossupermercado.com.br","Bragan?a Paulista, S?o Paulo, BR"
"191.254.241.131","191-254-241-131.dsl.telesp.net.br","Diadema, S?o Paulo, BR"
"201.20.108.78","201-20-108-78.mobtelecom.com.br","Fortaleza, Cear?, BR"
"189.90.56.19","189-90-56-19.unifique.net","Campinas, Santa Catarina, BR"
"189.57.216.59","189-57-216-59.customer.tdatabrasil.net.br","S?o Paulo, S?o Paulo, BR"
"200.167.67.157","DNS not found","S?o Lu?s, Maranh?o, BR"
"200.170.158.17","200-170-158-017.static.ctbctelecom.com.br","S?o Paulo, S?o Paulo, BR"
"189.90.57.45","apache.sc.senac.br","Florian?polis, Santa Catarina, BR"
"189.8.88.99","DNS not found","S?o Paulo, S?o Paulo, BR"
"177.142.34.143","b18e228f.virtua.com.br","Rio de Janeiro, Rio de Janeiro, BR"
"45.4.8.47","45-4-8-47.intervivatelecom.com.br","S?o Gabriel da Palha, Esp?rito Santo, BR"
"67.159.228.38","DNS not found","S?o Paulo, S?o Paulo, BR"
"201.56.20.210","DNS not found","Bras?lia, Federal District, BR"
"177.154.149.46","DNS not found","S?o Paulo, S?o Paulo, BR"
"200.219.204.3","static.datacenter1.com.br","S?o Paulo, S?o Paulo, BR"
"177.159.150.205","corporativo.static.gvt.net.br","S?o Paulo, S?o Paulo, BR"
"200.219.165.54","DNS not found","S?o Paulo, S?o Paulo, BR"
"177.129.42.81","din-177-129-42-81.conceitosinformatica.com.br","Limoeiro do Norte, Cear?, BR"
"187.32.168.17","187-032-168-017.static.ctbctelecom.com.br","S?o Paulo, S?o Paulo, BR"
"177.38.33.122","122.33.38.177.smart.net.br","Recife, Pernambuco, BR"
"191.239.122.70","DNS not found","S?o Paulo, S?o Paulo, BR"
"200.0.46.102","200-0-46-102.brdigital.net.br","Bras?lia, Federal District, BR"
"186.227.13.6","186-227-13-6.velloznet.com.br","Resende, Rio de Janeiro, BR"
"187.44.158.46","187-44-158-46.STATIC.itsweb.com.br","Salvador, Bahia, BR"
"177.103.152.86","177-103-152-86.dsl.telesp.net.br","Campinas, S?o Paulo, BR"
"201.23.68.130","DNS not found","S?o Paulo, S?o Paulo, BR"
"187.33.21.165","DNS not found","S?o Paulo, S?o Paulo, BR"
"177.220.148.149","149.148.220.177.dynamic.liggatelecom.com.br","Curitiba, Paran?, BR"
"186.235.156.145","FEJAL-MCO-20317.186-235-156-145.acesso10.net.br","Macei?, Alagoas, BR"
"200.223.23.194","DNS not found","Salvador, Bahia, BR"
"200.155.149.98","DNS not found","Porto Alegre, Rio Grande do Sul, BR"
"189.44.233.115","189-44-233-115.customer.tdatabrasil.net.br","S?o Paulo, S?o Paulo, BR"
